Data_Type,Sample_Size,Iteration,MAPE,RMSE,Causal_Effect,Method
data1,50,1,91.73313915196076,7.559427962446916,0.57109016,CFNN
data1,50,2,78.21010669302756,5.732517538520948,0.9708905,CFNN
data1,50,3,102.02323287889948,7.953526142108046,0.2177126,CFNN
data1,50,4,72.82684490220308,7.382049649990835,0.50061494,CFNN
data1,50,5,96.53899564851851,7.121534059507754,0.6919067,CFNN
data1,50,6,88.96365654845386,5.727500950377387,0.8361897,CFNN
data1,50,7,106.08425172238489,6.08735166626791,0.65462977,CFNN
data1,50,8,71.05349292250838,5.892554866058734,0.4891618,CFNN
data1,50,9,76.92150937648485,6.8616615972347335,0.45116913,CFNN
data1,50,10,89.11965123122211,6.039921408660881,0.3645641,CFNN
data1,50,11,178.71837902068737,4.784089165412639,0.77944875,CFNN
data1,50,12,73.77996471459623,5.285329705163495,0.79368025,CFNN
data1,50,13,76.51990284702981,5.745687872695054,0.63649035,CFNN
data1,50,14,85.3510760556277,5.073470819839473,0.774961,CFNN
data1,50,15,65.59529699694114,4.407468797470526,0.71817243,CFNN
data1,50,16,71.8681312241343,5.712595150440835,0.68431896,CFNN
data1,50,17,69.80670278015864,6.16126040075024,0.5478701,CFNN
data1,50,18,64.14884443627149,5.964367668050247,0.74176085,CFNN
data1,50,19,66.57539443503785,5.906330473924693,0.4677467,CFNN
data1,50,20,102.44947197765826,5.278840999527496,0.69530565,CFNN
data1,50,21,75.82927440998704,5.685040128969007,0.8424214,CFNN
data1,50,22,98.86822152362143,8.362495778258515,0.41569257,CFNN
data1,50,23,2308.761262994108,4.6622626081499465,0.9241487,CFNN
data1,50,24,76.91211357476296,5.091410475351827,0.7250254,CFNN
data1,50,25,194.3560405543175,6.664391509235201,0.91032755,CFNN
data1,50,26,114.05467931511171,6.619402040478926,0.6454996,CFNN
data1,50,27,1222.005740429721,6.532577808499752,0.44987553,CFNN
data1,50,28,62.30504883879496,5.323092918998782,0.9902281,CFNN
data1,50,29,61.91873085062778,5.718429007985499,0.79506123,CFNN
data1,50,30,88.57563556197616,6.11039211443314,0.5542071,CFNN
data1,50,31,249.01848829346602,6.34965148406788,0.7210937,CFNN
data1,50,32,66.43617347885558,6.442010247593852,0.62531614,CFNN
data1,50,33,63.38909487639148,6.284342114963163,0.579269,CFNN
data1,50,34,93.64989035044152,6.4136281446325505,0.53515965,CFNN
data1,50,35,91.10158822039091,7.56052531020774,0.6113882,CFNN
data1,50,36,82.61923173903213,6.635997804936544,0.4564337,CFNN
data1,50,37,72.49297462740103,6.802155397351114,0.8330036,CFNN
data1,50,38,79.52415577745961,7.785824126163026,0.34870863,CFNN
data1,50,39,61.21180083404793,6.414963392537807,0.5875292,CFNN
data1,50,40,74.78273322924446,7.375707607728131,0.633199,CFNN
data1,50,41,174.12299615546067,6.226684792786685,0.71286905,CFNN
data1,50,42,75.41087338721134,7.517485646522466,0.579622,CFNN
data1,50,43,56.511635783959576,5.3610686769810405,0.90651464,CFNN
data1,50,44,78.56010691076096,7.010178695052242,0.66920567,CFNN
data1,50,45,86.66665137115616,6.561368121498136,0.57964367,CFNN
data1,50,46,94.59383705334798,6.690801967150246,0.34214061,CFNN
data1,50,47,169.28191374627255,7.777598021840982,0.45031366,CFNN
data1,50,48,79.0965496411856,7.020839005614278,0.6255161,CFNN
data1,50,49,73.70368799799995,5.756435374039579,0.67870873,CFNN
data1,50,50,72.0561279690303,5.858866128874838,0.6828202,CFNN
data1,50,51,72.57958868491691,6.123903222276441,0.87563694,CFNN
data1,50,52,98.67400239014242,5.728206767974018,0.8018413,CFNN
data1,50,53,63.8658620822699,4.351292332053714,1.2686216,CFNN
data1,50,54,73.72317722671265,5.706606463148473,0.6186461,CFNN
data1,50,55,77.07589842451564,6.106538707810319,0.7511286,CFNN
data1,50,56,66.27753708082213,5.953694323372748,0.5653258,CFNN
data1,50,57,72.85048527671137,6.416032892429581,0.72022206,CFNN
data1,50,58,82.10605296555075,6.809002894833245,0.44352663,CFNN
data1,50,59,106.40086333779111,7.54819481078769,0.6900984,CFNN
data1,50,60,79.07124100381004,6.402235965444586,0.58471423,CFNN
data1,50,61,74.19948206620984,6.521318487195814,0.72461987,CFNN
data1,50,62,112.59257481486063,7.335300992098205,0.48934466,CFNN
data1,50,63,64.13660890013689,5.5092968331173955,0.8162871,CFNN
data1,50,64,118.97260624232511,6.559209662995276,0.53268385,CFNN
data1,50,65,71.42263442364916,6.353467670620307,0.836773,CFNN
data1,50,66,119.33191486277519,6.426114877933229,0.62145853,CFNN
data1,50,67,66.17010094786232,6.366683996985268,0.49830672,CFNN
data1,50,68,66.47158078374248,6.282343350581912,0.65695184,CFNN
data1,50,69,63.99187733176227,5.921853114204088,0.7893568,CFNN
data1,50,70,62.080131210130986,5.912563326446347,0.6229132,CFNN
data1,50,71,81.31775085590664,5.025287130902915,0.71763325,CFNN
data1,50,72,76.54896304500363,5.492035740161449,0.88536733,CFNN
data1,50,73,339.0972516626552,5.994401323191295,0.7095052,CFNN
data1,50,74,65.94718230056313,6.6211875811975105,0.6077909,CFNN
data1,50,75,76.50228520408501,5.053605269767733,0.7317026,CFNN
data1,50,76,59.73271844000732,5.568105324060043,0.7617001,CFNN
data1,50,77,108.32384664837149,4.946748304470682,0.8505555,CFNN
data1,50,78,81.8818014261857,6.631674027759355,0.6571852,CFNN
data1,50,79,69.97847565773779,6.500712857541062,0.71700156,CFNN
data1,50,80,96.51697946878592,6.168617634768484,0.54094565,CFNN
data1,50,81,99.1075394131727,7.340830287854601,0.50197625,CFNN
data1,50,82,123.82816239104524,4.673048910267418,0.6402866,CFNN
data1,50,83,65.1948025090262,5.7794058908924315,0.8751033,CFNN
data1,50,84,61.2524133610616,6.37581637845413,0.83185154,CFNN
data1,50,85,61.973299391189904,5.9334391610301385,0.808486,CFNN
data1,50,86,102.93972371486153,5.464650536929328,0.77444524,CFNN
data1,50,87,78.60247227656603,6.587263849969092,0.45267865,CFNN
data1,50,88,82.98265943293342,6.107742400417689,0.77868,CFNN
data1,50,89,210.86417374225402,7.626934092297762,0.31480572,CFNN
data1,50,90,87.47914588848434,6.132173589500686,0.7493258,CFNN
data1,50,91,72.30802980962397,6.238546580107301,0.60992026,CFNN
data1,50,92,75.77299527108258,6.139627494908373,0.73296326,CFNN
data1,50,93,107.7463258326303,5.088469624706735,0.6377702,CFNN
data1,50,94,58.008538346512914,5.4958721948750195,0.63206154,CFNN
data1,50,95,82.56518711412154,5.593037218754386,0.90725034,CFNN
data1,50,96,88.64231243074427,6.966470895854163,0.5725857,CFNN
data1,50,97,87.04517810098154,7.13130750320808,0.610945,CFNN
data1,50,98,71.1228908548213,7.216574680605036,0.5205606,CFNN
data1,50,99,89.70831369126337,6.8947236031326256,0.556718,CFNN
data1,50,100,101.64375231910697,7.047503578658319,0.47976428,CFNN
data1,100,1,66.49927036035268,5.674378287445486,0.7341813,CFNN
data1,100,2,130.11009856080332,4.123654951225094,1.1076667,CFNN
data1,100,3,81.38316750467973,5.663308625329903,0.5726688,CFNN
data1,100,4,79.53215290731784,5.5123154209956615,0.74585646,CFNN
data1,100,5,67.95680632847753,5.942786945832984,0.86353016,CFNN
data1,100,6,75.84505720658854,5.89024447470001,0.48430938,CFNN
data1,100,7,73.39689869041639,6.290008500225329,0.61876875,CFNN
data1,100,8,111.08265825394187,5.097009219646021,1.1610382,CFNN
data1,100,9,124.25923055016233,7.488256804338231,0.54975396,CFNN
data1,100,10,84.80975509903081,5.256034912728509,0.9646967,CFNN
data1,100,11,75.14858449297333,4.272527544751509,0.74813354,CFNN
data1,100,12,63.95942202507574,5.253760292640755,0.88040596,CFNN
data1,100,13,100.9989530502895,6.245699617714495,0.79418784,CFNN
data1,100,14,78.87523729911045,4.707444496866066,0.9992091,CFNN
data1,100,15,76.05550249400838,6.016842506140494,0.82554823,CFNN
data1,100,16,53.9883778845808,3.8109588269297046,1.0083642,CFNN
data1,100,17,96.0430917828049,6.570604611297841,0.68219984,CFNN
data1,100,18,84.56976807415988,4.966783491582956,0.7359751,CFNN
data1,100,19,55.93825815572784,4.443295557681642,0.67886215,CFNN
data1,100,20,56.58453106231441,5.155081771066028,0.7359202,CFNN
data1,100,21,117.31023650758539,6.250694349125374,0.6341786,CFNN
data1,100,22,46.79755049412485,4.341224505693426,0.947723,CFNN
data1,100,23,104.92364226814699,6.60115467181236,0.5510807,CFNN
data1,100,24,53.07227474498468,4.73117460784195,1.0022503,CFNN
data1,100,25,111.06115291719412,3.9193204843611547,0.9040737,CFNN
data1,100,26,58.423896587031464,5.269497861706928,0.8661364,CFNN
data1,100,27,64.42471300505036,5.599371471965672,0.5562822,CFNN
data1,100,28,114.96456626808838,4.8036760240629865,0.8763972,CFNN
data1,100,29,112.14927283289131,6.323643747245984,0.7273035,CFNN
data1,100,30,46.980450775234665,4.260264279641881,0.9194175,CFNN
data1,100,31,56.63634270424498,4.303773195692191,0.69801563,CFNN
data1,100,32,91.36792756494717,6.271742204173214,0.5544929,CFNN
data1,100,33,88.60890065745406,4.192916712636919,1.2853539,CFNN
data1,100,34,142.74474693920047,5.183466968834719,0.8935451,CFNN
data1,100,35,51.582145202174246,4.780250344030116,1.0756035,CFNN
data1,100,36,110.98652169973835,5.549033179498006,0.8445253,CFNN
data1,100,37,83.04590268413506,6.335421638789881,0.48575288,CFNN
data1,100,38,73.27690493935793,4.702879196375511,0.9533274,CFNN
data1,100,39,149.84162042167446,5.3130695198476845,1.0086101,CFNN
data1,100,40,55.75765333937303,4.381768783107652,0.9560325,CFNN
data1,100,41,146.6555035482526,6.876146969210771,0.4271316,CFNN
data1,100,42,71.53592140308088,6.4252030875213055,0.47169793,CFNN
data1,100,43,80.5944511184629,4.067632062079269,0.8983322,CFNN
data1,100,44,84.48094944209548,5.411109304830427,0.7739718,CFNN
data1,100,45,68.18720532648963,5.153213649021054,0.2789048,CFNN
data1,100,46,76.48376697352842,6.168131211858644,0.8333251,CFNN
data1,100,47,70.43339507327985,5.727573739769985,0.67703503,CFNN
data1,100,48,86.45713826966464,5.644892833085632,0.8374703,CFNN
data1,100,49,64.72849568631507,5.227405897461265,1.0280678,CFNN
data1,100,50,125.58462883674346,5.205746567006871,0.68889487,CFNN
data1,100,51,106.77107773239139,5.789655407982858,0.71081346,CFNN
data1,100,52,62.766597564227744,4.508929087206373,0.879549,CFNN
data1,100,53,78.34638094901256,5.538849170571879,0.91150314,CFNN
data1,100,54,56.792320853504954,5.50404663999829,0.9054473,CFNN
data1,100,55,68.15186149777892,5.895941041502211,0.71134615,CFNN
data1,100,56,79.4842771344138,6.729367539585275,0.68140554,CFNN
data1,100,57,75.06374656084279,4.143425860489658,1.1071943,CFNN
data1,100,58,58.0088793225667,4.524014119295537,0.9732865,CFNN
data1,100,59,57.587898305366004,5.368879623336917,0.6839178,CFNN
data1,100,60,79.45429408796714,6.403631473082395,0.45347223,CFNN
data1,100,61,78.45024226843229,6.428404863449937,0.49072975,CFNN
data1,100,62,69.18650752495668,4.896888902854995,0.8794011,CFNN
data1,100,63,67.01038622130142,4.209595578721668,0.8635695,CFNN
data1,100,64,202.07542049275952,5.877388611243307,0.3567304,CFNN
data1,100,65,83.42536434360322,5.792713493023831,0.7165795,CFNN
data1,100,66,97.49671395302157,6.530849296905144,0.70422024,CFNN
data1,100,67,69.08217461214197,6.293491978190365,0.7755033,CFNN
data1,100,68,91.76435612618047,4.795817854321186,0.8016765,CFNN
data1,100,69,66.23615902907677,5.351049034968016,0.47372875,CFNN
data1,100,70,75.71291623898796,4.256709710411073,1.0007068,CFNN
data1,100,71,91.36903145125216,7.324232999142483,0.33613265,CFNN
data1,100,72,102.00934567929787,4.096268549320746,0.9534978,CFNN
data1,100,73,108.33036262607874,6.359671037776806,0.7875454,CFNN
data1,100,74,80.13591253278621,6.844209349408239,0.53245246,CFNN
data1,100,75,84.75895593993133,5.168337991324982,0.78536,CFNN
data1,100,76,103.22789988051035,6.484246250425539,0.84662306,CFNN
data1,100,77,119.43186635005043,6.159336769180803,0.78046286,CFNN
data1,100,78,159.9406498585105,5.487677347339649,0.8258794,CFNN
data1,100,79,69.01393767335944,5.175992028335863,1.0978916,CFNN
data1,100,80,117.28378523168574,6.564416599054056,0.48421615,CFNN
data1,100,81,73.61262622480251,5.907957945877881,0.7860248,CFNN
data1,100,82,140.80119433538917,6.341648344748215,0.5245849,CFNN
data1,100,83,79.05608122287447,5.315689225524544,0.49104756,CFNN
data1,100,84,91.1648997686597,6.571966337865699,0.47876826,CFNN
data1,100,85,48.33289995048561,3.5071621745502464,1.0297824,CFNN
data1,100,86,81.77299926923185,6.097855674587584,0.54633594,CFNN
data1,100,87,74.75310024720136,4.405734651523244,0.636109,CFNN
data1,100,88,91.47856754198352,6.446628017940439,0.70826405,CFNN
data1,100,89,132.46860360595926,6.246710592536874,0.6055431,CFNN
data1,100,90,71.64826599180401,5.28151711876917,0.6118919,CFNN
data1,100,91,112.48326192055067,5.220720852793546,0.61148703,CFNN
data1,100,92,68.2387691158968,5.507885609990654,0.7407738,CFNN
data1,100,93,101.23708601716888,6.27216066040795,0.39906904,CFNN
data1,100,94,158.5963946282645,4.553595587350957,0.8933286,CFNN
data1,100,95,99.36101984392052,5.897223942436514,0.5336644,CFNN
data1,100,96,100.97605560261556,4.630388179163268,0.9760282,CFNN
data1,100,97,70.34605548703841,6.039186996849007,0.8045448,CFNN
data1,100,98,83.96477561944374,6.560305409392441,0.6488104,CFNN
data1,100,99,81.96880792917364,5.852101171146846,0.58238024,CFNN
data1,100,100,293.4412920656009,5.973394720424233,0.6819149,CFNN
data1,1000,1,41.96387746411164,1.1873230585604215,1.9602922,CFNN
data1,1000,2,36.595994099871824,1.5553747450776338,1.6359947,CFNN
data1,1000,3,51.257454888123114,1.5691427922036278,1.5299942,CFNN
data1,1000,4,31.64528958461654,1.302377470870332,1.7066526,CFNN
data1,1000,5,303.2577745605352,1.1639504746579736,1.9730186,CFNN
data1,1000,6,31.578825501382163,1.2534593265294063,1.6759776,CFNN
data1,1000,7,43.187580253188294,1.3826873673456674,1.7402147,CFNN
data1,1000,8,73.73161787545816,1.4965951038098708,2.0757053,CFNN
data1,1000,9,91.65793117315624,1.2994269273474641,1.8265254,CFNN
data1,1000,10,66.10354164322341,1.374681461653045,1.821581,CFNN
data1,1000,11,53.29841352269511,1.1934097359975764,1.8156285,CFNN
data1,1000,12,143.53229207786148,1.1457454263393654,2.1718433,CFNN
data1,1000,13,60.73103891180408,1.3598829445775356,1.7844392,CFNN
data1,1000,14,43.672267956507255,1.1543435964798918,1.9791523,CFNN
data1,1000,15,25.764791431804255,1.1805317957354464,1.8121489,CFNN
data1,1000,16,56.297909841128124,1.157263497149473,2.1311293,CFNN
data1,1000,17,82.99105434218231,1.465160112344522,1.6200043,CFNN
data1,1000,18,63.27774128521578,1.5058677923131292,1.8385454,CFNN
data1,1000,19,45.04269460887003,1.2881125493983825,2.3216944,CFNN
data1,1000,20,44.060838592024204,1.2940403228897746,2.1495185,CFNN
data1,1000,21,33.55892316031871,1.1907559512802195,2.0398643,CFNN
data1,1000,22,33.06438373717473,1.349694862572233,1.8084947,CFNN
data1,1000,23,38.359592089031594,1.2096138502677445,1.9987981,CFNN
data1,1000,24,48.54246072788692,1.3958724722049178,1.8657115,CFNN
data1,1000,25,44.98947903439623,1.3686360697823439,1.6552584,CFNN
data1,1000,26,66.35970318614405,1.249616048406645,1.8200203,CFNN
data1,1000,27,37.13771319045915,1.3974602454500031,1.9548358,CFNN
data1,1000,28,79.99559668986221,1.5075241309130285,1.8018886,CFNN
data1,1000,29,58.051085095052024,1.470063556526124,1.9376514,CFNN
data1,1000,30,209.67792013134417,1.2400645315858743,2.2884939,CFNN
data1,1000,31,32.15920461996641,1.4867231671054872,2.1337566,CFNN
data1,1000,32,510.46729460288924,1.3854803498341557,1.7487099,CFNN
data1,1000,33,65.88755824501175,1.2681655169861341,1.9237098,CFNN
data1,1000,34,45.83998935907821,1.3647220983137738,1.7469487,CFNN
data1,1000,35,28.284971850720563,1.3168377305678522,1.9483174,CFNN
data1,1000,36,36.93032494120744,1.1685758100624237,2.0016074,CFNN
data1,1000,37,36.47972771296536,1.207885755621659,2.3984292,CFNN
data1,1000,38,75.80650256206579,1.1865952095821437,2.0160983,CFNN
data1,1000,39,29.07462597988068,1.250701945857093,2.121873,CFNN
data1,1000,40,40.368581282582625,1.4211936667927507,1.7413346,CFNN
data1,1000,41,42.33816106189511,1.171307076330106,1.9553545,CFNN
data1,1000,42,40.29048695081988,1.3537659183300523,1.7217139,CFNN
data1,1000,43,34.62876513416017,1.2185425835916792,1.8747351,CFNN
data1,1000,44,41.92821291441773,1.2157178861126525,1.8784128,CFNN
data1,1000,45,31.75537401801903,1.2559925274440722,1.8565668,CFNN
data1,1000,46,189.3383437119747,1.1310198593323955,2.4543538,CFNN
data1,1000,47,48.681238582049794,1.6631093422842307,1.7000225,CFNN
data1,1000,48,38.86206630154192,1.3894753235080701,2.0171738,CFNN
data1,1000,49,41.93121262899742,1.614589029187508,1.7562916,CFNN
data1,1000,50,40.02039132174435,1.1357985758546019,1.9448782,CFNN
data1,1000,51,39.77004421092072,1.5173160983509497,1.2686018,CFNN
data1,1000,52,131.4340260871937,1.2315754125338212,1.7898003,CFNN
data1,1000,53,130.1622992088662,1.411840146160607,1.8601766,CFNN
data1,1000,54,79.30239635196949,1.3246940531542937,2.1163502,CFNN
data1,1000,55,1105.7288969691347,1.2897902657095202,1.848683,CFNN
data1,1000,56,38.357300785996934,1.3546858994411504,2.0626822,CFNN
data1,1000,57,50.30666091534464,1.388974825779536,1.663866,CFNN
data1,1000,58,28.198489097840497,1.3406258494323584,1.5911865,CFNN
data1,1000,59,32.38583485169422,1.0412141914749784,2.438857,CFNN
data1,1000,60,42.30154689064262,1.7085847089256276,1.703455,CFNN
data1,1000,61,35.85372512353879,1.1338416378274734,1.9317797,CFNN
data1,1000,62,38.56535551215967,1.3697162552908686,1.8031048,CFNN
data1,1000,63,30.78991651071202,1.5270351701897638,1.8174121,CFNN
data1,1000,64,32.33925456916654,1.0923190050997296,2.0014842,CFNN
data1,1000,65,30.87066637901772,1.4122388509153765,1.761372,CFNN
data1,1000,66,40.8665554707057,1.1648884254486656,2.259087,CFNN
data1,1000,67,55.652005372403856,1.3970395324698233,1.5230457,CFNN
data1,1000,68,40.75188061248326,1.5562461999655106,2.364393,CFNN
data1,1000,69,35.815322389211126,1.3487528236613935,1.8817953,CFNN
data1,1000,70,138.15926329929724,1.2174864782105468,1.866147,CFNN
data1,1000,71,69.64494864709789,1.1207224340773043,1.9428525,CFNN
data1,1000,72,74.10361397888742,1.2270778876774722,2.2778149,CFNN
data1,1000,73,86.29610051276056,1.2097424533155765,2.1502123,CFNN
data1,1000,74,43.20842057313506,1.4757540414308474,1.4313571,CFNN
data1,1000,75,30.090856034068302,1.1278713068900006,2.0118635,CFNN
data1,1000,76,66.70324798898976,1.3190830166676224,1.4320662,CFNN
data1,1000,77,152.47940284890598,1.133782833885869,1.8284587,CFNN
data1,1000,78,52.84887788000185,1.4515970122179276,1.7377324,CFNN
data1,1000,79,39.50831615739728,1.3152111856730808,2.1957989,CFNN
data1,1000,80,36.24374251456246,1.7801843947506384,1.4415811,CFNN
data1,1000,81,39.27090296641554,1.263624911930596,2.0657377,CFNN
data1,1000,82,53.1934938617569,1.2701107237017135,2.0480897,CFNN
data1,1000,83,71.34672782771972,1.3190567702415865,2.109414,CFNN
data1,1000,84,126.74952006960416,1.0972120032914738,1.9913498,CFNN
data1,1000,85,36.39711093400961,1.5096679407449658,1.7846651,CFNN
data1,1000,86,40.87927307462864,1.0913100242072211,1.9913934,CFNN
data1,1000,87,53.45897835259229,1.4608057861686534,1.7464863,CFNN
data1,1000,88,42.891524089785776,1.6615219715238074,1.753304,CFNN
data1,1000,89,35.33086352742153,1.5901673890891765,1.6990997,CFNN
data1,1000,90,30.010465952580915,1.5140251233424864,1.7734797,CFNN
data1,1000,91,41.46027912789398,1.1498529737600085,1.8453217,CFNN
data1,1000,92,42.5024618706127,1.1280810242829447,1.906121,CFNN
data1,1000,93,29.018563007765074,1.0612082186712968,1.8052195,CFNN
data1,1000,94,40.78281589733702,1.5241558845818162,1.8926616,CFNN
data1,1000,95,129.24913212256385,1.0961162059431309,2.125919,CFNN
data1,1000,96,34.46696108053543,1.1688282311257587,1.743333,CFNN
data1,1000,97,41.324149119914786,1.5907886953757024,1.8640003,CFNN
data1,1000,98,37.32739823582244,1.1836323554841472,1.7983532,CFNN
data1,1000,99,206.53811820793499,1.2653886687098532,1.9704844,CFNN
