Data_Type,Sample_Size,Iteration,RMSE,MAPE,Causal_Effect
data1,50,1,4.643173532754637,100.62748324894156,3.1564014564845486
data1,50,2,4.660778481745143,67.5552871820378,2.97837477996502
data1,50,3,4.4036558704544895,60.612573217203334,3.0293509425907414
data1,50,4,5.051791310685765,60.275459773331455,3.3222635689716125
data1,50,5,5.117468878432785,60.826943500270545,3.396008600097114
data1,50,6,5.094897494624732,89.75837676551599,3.2818665874809994
data1,50,7,5.104100182516578,60.38321774415311,3.38069857864178
data1,50,8,4.550816416493204,52.16200675800155,3.3163803332742336
data1,50,9,4.436347300549898,77.102677436692,3.0190982609939523
data1,50,10,5.137107422173718,76.3920708503327,3.297359228734104
data1,50,11,4.611516683831034,68.93699190118055,3.193789026496517
data1,50,12,5.149683987486125,73.57642400229768,2.879086110389131
data1,50,13,4.522287352814103,70.36549200377081,3.160213906264211
data1,50,14,3.8935751298763988,83.13877411485883,2.7967709934235936
data1,50,15,5.208118658269292,60.28663065248131,3.4981963307029567
data1,50,16,4.604588650676503,57.01163171871332,3.0776559041571696
data1,50,17,4.460963650529869,118.93474113430558,3.319759254982287
data1,50,18,4.536114666385789,63.81429604983393,2.9799485298613204
data1,50,19,5.025331032949586,78.2774225399967,3.4281668990292515
data1,50,20,5.083259045244259,98.14524887666562,3.259035988096851
data1,50,21,3.5986086768470096,66.6556830261141,2.5753155640515866
data1,50,22,4.38064267683781,51.57867467379613,2.9594120561014634
data1,50,23,5.060481777823999,123.37791870761721,3.207461862277964
data1,50,24,4.697513211101736,92.99253378409699,3.3237333082441864
data1,50,25,4.4200833830855935,100.09212423250912,3.3389053141367717
data1,50,26,5.3148708250375725,72.06315910729693,3.430652639243218
data1,50,27,5.168354640382827,95.9831823874053,3.080171769187804
data1,50,28,4.740743651107196,49.09573431092477,3.269128544407574
data1,50,29,5.038678715695197,100.1984145820357,3.3072508800535485
data1,50,30,4.134023522135853,117.09290916633283,3.0583058719120473
data1,50,31,4.808202691182613,63.42403107747282,3.1503832537476435
data1,50,32,3.889228532234894,69.87077050287883,2.687445049514048
data1,50,33,4.666954678680465,82.93316585650423,3.191182074722553
data1,50,34,4.726484635245518,143.56404629669456,3.1169179380937337
data1,50,35,4.654882285149689,59.878957190234736,3.205801552165578
data1,50,36,4.46187762656667,79.59580067517895,3.258134747945065
data1,50,37,4.841288279449912,211.12353358112662,3.2057809904917502
data1,50,38,4.463531443005812,60.88098794040674,2.9945964234085225
data1,50,39,4.685291297748349,54.706264077525425,3.0989325841868376
data1,50,40,4.527987491391512,82.09572542076367,3.307002217797773
data1,50,41,4.340785529774157,72.4541889192854,2.8284157717316907
data1,50,42,3.772547437718087,104.28828351476005,2.9486403621543267
data1,50,43,5.372769399994517,66.99372811137039,3.4094571634471484
data1,50,44,4.61781803824371,201.13310712306233,3.078192282726233
data1,50,45,3.9187107776919827,94.21119383451652,3.143089005175937
data1,50,46,5.002574148879085,78.86099346540205,3.151016435153392
data1,50,47,5.102859388235514,56.3672187381567,3.257195938221165
data1,50,48,4.174734675476629,52.471641311263554,2.9107267410398348
data1,50,49,4.37352791960038,63.581195777176134,3.0956379513438312
data1,50,50,4.6869920255851705,77.83028438894148,3.3068374190430987
data1,50,51,4.468190257513536,118.42290102373335,3.079701255325097
data1,50,52,4.766297287640306,164.87472077043225,3.3097305858111965
data1,50,53,4.811351797412332,50.99548387226469,3.164713762481108
data1,50,54,5.1333390147935205,73.21391031180364,3.3087699245586633
data1,50,55,4.1938567255372075,92.04986008192283,2.83122407485072
data1,50,56,4.444435139250522,71.49838537610623,3.008042287431196
data1,50,57,4.943365985481642,108.13631418618819,3.3221701227929534
data1,50,58,4.143926558104113,50.390707829184024,2.6187626074917523
data1,50,59,4.319191229808583,108.84096011415751,3.0769068672514757
data1,50,60,4.252833724903367,81.3379138937724,3.0356337520738754
data1,50,61,4.257921422985243,81.28470390030954,2.877366992949583
data1,50,62,4.6337521671196065,80.63304878331394,2.999508862490054
data1,50,63,4.375918604992693,81.85714974539945,2.70855751859866
data1,50,64,5.152784343860145,131.73777713956179,3.328957806823698
data1,50,65,4.586354787346849,63.374816785705846,3.1529584433853155
data1,50,66,4.444134531132487,57.842222683208156,2.844930767219126
data1,50,67,3.875564285556259,45.719535957596484,2.8604880631116587
data1,50,68,4.919371280045263,59.44612503854836,2.9484062010707834
data1,50,69,4.13896306804278,70.05204784053124,2.926398570772243
data1,50,70,4.76269194196531,52.64240484664595,3.222148859283221
data1,50,71,5.311453538132585,50.922199229570985,3.358762806115353
data1,50,72,4.3966284029945655,70.58528118989696,2.891581087240194
data1,50,73,4.673002505955338,54.04969563699525,3.0937711784447766
data1,50,74,4.353059624315485,174.88273966238026,3.167091131637765
data1,50,75,4.903834578294866,66.55797690780717,3.5450097858196883
data1,50,76,4.381225545537399,73.55574620925988,2.8403853309236964
data1,50,77,4.941221627706843,72.67619879344723,3.115566895398262
data1,50,78,4.405710021199059,118.79451157678366,3.1167037022090054
data1,50,79,5.437137402077382,51.82429784162845,3.5326939914747504
data1,50,80,5.219514552423267,65.70209837509398,3.3602979572503173
data1,50,81,3.984265640961841,55.20519830353513,2.731400533594143
data1,50,82,3.809180893919904,119.80656978312648,2.8478716002536095
data1,50,83,4.863537509226038,53.40217913644959,3.334454529281755
data1,50,84,4.7951927622650645,144.60853347205307,3.44144210573155
data1,50,85,4.040901833344217,62.338097589555275,2.848562939798235
data1,50,86,4.6829423648737905,77.79409433530537,3.2326864957398866
data1,50,87,4.484201027291224,118.25225164173699,2.9500285425757897
data1,50,88,4.361269780994887,48.86302076722684,2.9477031187560447
data1,50,89,4.630814093427593,68.57873400565737,3.1085956079249604
data1,50,90,4.74592234377014,83.53142455630662,2.9714071298325724
data1,50,91,4.551391922734222,95.39619488777603,2.9139007707739255
data1,50,92,4.758153315397805,62.17780621289474,3.1300357717177185
data1,50,93,4.502449461434246,65.40779236480442,3.175238548088434
data1,50,94,4.448161947179813,67.58956235013488,3.1868609781798884
data1,50,95,4.139765641003542,99.88422875308409,2.9672154239573003
data1,50,96,3.7484388881955075,71.01701807506132,2.8181795134296808
data1,50,97,4.392137105433013,68.93830287126333,3.0015925661810243
data1,50,98,4.664697415088819,58.329303055215064,3.3290125434991524
data1,50,99,4.343044062112794,69.85901410024066,2.8957005057392387
data1,50,100,4.67691097318274,114.54941247488986,2.9906139376333742
data1,100,1,4.719438395487727,85.08520994789438,3.0813020594391487
data1,100,2,3.684985557063033,59.71409461563777,2.6119391756209325
data1,100,3,4.350392389496625,424.383759539372,3.030632447884063
data1,100,4,4.975047786043171,85.72986657982618,2.959405595717908
data1,100,5,4.855952425430323,141.63363953115396,3.240229839889642
data1,100,6,4.979261276334486,84.62750871885466,3.3839588106431835
data1,100,7,4.29707272971562,232.95723038896347,2.9655716132896726
data1,100,8,4.937550456644824,90.16329829999842,3.087472953207721
data1,100,9,4.541367773138958,305.80748984697175,3.126796094801909
data1,100,10,4.871538518179233,62.70157540258483,3.204371329593013
data1,100,11,4.675936564318176,85.10634613510271,3.432514148699573
data1,100,12,5.385657931258302,61.027180833271686,3.4468775363605535
data1,100,13,4.712841226857298,58.77531400997014,3.194380140879642
data1,100,14,4.2587581996371515,59.946972922050676,2.890862570979562
data1,100,15,4.959652984699335,80.16546433448424,3.473693453273678
data1,100,16,4.81672817908993,169.12960511808313,3.1364153694923615
data1,100,17,4.4987926497350355,63.55475503667274,3.0999086690712736
data1,100,18,3.745877905480323,62.93587824045098,2.8318280785607497
data1,100,19,4.567773132395242,55.5678136133657,2.9934828475487176
data1,100,20,4.712856902740143,84.99763268028185,3.1567709249009845
data1,100,21,5.1271706076906245,62.106701458025384,3.092529493093286
data1,100,22,4.477899405574403,77.08867191087863,2.9628215668128988
data1,100,23,4.479067429528814,89.3175561009295,3.1055498135586577
data1,100,24,3.872750663538475,53.44000664577614,2.72679570572434
data1,100,25,4.479743607257138,71.03186976677635,2.904788764849061
data1,100,26,4.992158040782028,63.705689404289664,3.280598444402016
data1,100,27,3.7524519555899243,68.26475012349134,2.698073974118451
data1,100,28,4.607226763286645,62.301187198534315,3.1575466781590142
data1,100,29,4.879676120979369,58.513377229241,3.2181653293152586
data1,100,30,4.950431882332989,85.03292947172106,3.414012563405908
data1,100,31,4.8345957996816,70.66936263601143,3.232033076871292
data1,100,32,4.791477404942809,61.34272280724402,3.2841449479215856
data1,100,33,5.853737900503009,81.83582020774487,3.6921042072017984
data1,100,34,3.9994734652452655,79.57880914605028,2.854729971570309
data1,100,35,3.949524259318789,54.48217837077588,2.7703742890919174
data1,100,36,4.559118021425474,86.42957074980934,3.148235150805437
data1,100,37,4.09598804743149,53.248742200136256,2.6294317137953493
data1,100,38,4.965179699461147,53.194905768774184,3.201460665456932
data1,100,39,3.8575772252553904,48.10106792000038,2.7305519144513224
data1,100,40,4.288659928099095,358.0215006962334,3.071603864053669
data1,100,41,5.42169122028442,43.83348515635916,3.2514655725342188
data1,100,42,4.467158554576185,68.5045735810032,2.9059321124939093
data1,100,43,4.721389120603909,173.2899791911674,2.9859153786341763
data1,100,44,4.163935595144781,107.47882779165523,3.0382643479405176
data1,100,45,4.602936044099099,59.47636004945041,3.1122736192288607
data1,100,46,4.166278556617103,351.7683244011055,2.823315128817226
data1,100,47,4.446857367856544,64.40118762336702,3.160745606977104
data1,100,48,3.7776538600667466,74.23350271195675,2.6368765700980825
data1,100,49,4.798980446630186,92.18106401181673,3.252939847629045
data1,100,50,4.8764859648757515,84.19225821269859,3.1408350685128563
data1,100,51,4.509411656089029,93.58389749410887,2.7480160463627246
data1,100,52,5.178581412541424,68.62334960096203,3.068539792871041
data1,100,53,4.8925755490905365,86.25547595438458,3.1186826899696163
data1,100,54,4.362961403386783,55.461477002957515,2.868795778429972
data1,100,55,5.180829117411721,57.72644721861617,3.2892176567546234
data1,100,56,4.075234470713358,47.430466638349685,2.7345642899597125
data1,100,57,4.190931073703769,216.6391606435988,2.8482517417046447
data1,100,58,3.903608098024395,85.10049336741179,3.042534780395774
data1,100,59,4.103943469972329,58.887040928108846,2.8919590973753544
data1,100,60,4.156856157149907,51.748490649670266,2.848663563483187
data1,100,61,4.1491192393992975,75.80305972766233,2.699461014600202
data1,100,62,5.571860337686637,84.33103165829813,3.502710977911146
data1,100,63,5.5395601041815095,77.85706905242857,3.7173566338050352
data1,100,64,5.046277797874454,112.66003485543638,3.114635267011168
data1,100,65,3.7857202916861272,81.16123950851056,2.730012580125991
data1,100,66,4.523898591970637,108.37688351994095,2.8758411302043783
data1,100,67,4.360108275865462,89.95069643881453,3.3782047090150296
data1,100,68,4.515441587663991,62.47333237950154,3.3024031467592057
data1,100,69,5.0514870905950735,114.14058463446229,3.5011793195613365
data1,100,70,4.339979733486362,200.98259846440362,3.0513802027634287
data1,100,71,4.691414900938082,1495.7416538102264,3.168276586542566
data1,100,72,4.176186056390682,70.5282010915678,3.155338881859337
data1,100,73,4.263018786173054,45.74551389127864,2.6700496691869704
data1,100,74,5.224209737046115,102.32029378811593,3.3118306887811215
data1,100,75,4.223051250794932,58.2742104765649,3.0036619793638364
data1,100,76,4.619613701871459,100.41058705929795,2.96385532471108
data1,100,77,4.3819192066211,47.19603093383205,2.9908791110017843
data1,100,78,4.261395205787564,69.31533886097348,3.135846177245285
data1,100,79,4.071073025226172,80.53108012393137,2.794325024313108
data1,100,80,3.8794759412368616,327.31211844976394,2.660756685814911
data1,100,81,3.594746781994399,64.2974054813693,2.8403164275275126
data1,100,82,4.839833240116776,188.8162095467867,3.171480529924581
data1,100,83,4.373790035868691,53.35963993476058,3.027888680231645
data1,100,84,4.237530213500698,77.27606123480241,3.237373147619207
data1,100,85,5.162411761319337,46.943343016726196,3.3623822312715275
data1,100,86,4.458495092224358,63.82109663327022,2.919864824746594
data1,100,87,4.467713376414093,70.02480854720183,3.308959942976865
data1,100,88,4.334910679923262,60.68549733963962,2.91347072750253
data1,100,89,3.4468552967859667,74.54240815823229,2.6419854314202875
data1,100,90,5.085743939192794,142.15431864042029,3.4143684098294997
data1,100,91,5.790137222507888,157.6074510021423,3.4469878613439007
data1,100,92,4.670785132897754,85.94929106098016,3.109867447703776
data1,100,93,4.056619003299821,85.98208734844481,2.78695121141555
data1,100,94,4.5907095632165005,65.43447747636753,3.0816219527491646
data1,100,95,5.465090671362077,85.05616426067036,3.3150401164246515
data1,100,96,4.919004144795403,90.11775788820587,3.2910142873566817
data1,100,97,4.03163555290165,128.1758964940105,2.8557609010251626
data1,100,98,4.415368292611834,73.30372264823201,2.9627242349592464
data1,100,99,4.828339785621824,88.32082578145072,3.1941348035199333
data1,100,100,5.240603124410739,80.57290210936094,3.3505140438587206
data1,1000,1,4.136276123823527,97.25641801358222,2.9607383897682578
data1,1000,2,4.549688750064642,55.94798484623621,3.0500309550940745
data1,1000,3,4.617301465093672,60.72886826294253,3.1841143851664118
data1,1000,4,4.190133529233264,108.82407664923389,2.9787225816713807
data1,1000,5,4.407891246574175,69.15164482922458,3.106884248999854
data1,1000,6,3.8718061081947583,61.17287138728257,2.758442576694614
data1,1000,7,5.15759006722745,363.2021342909893,3.5679245565216218
data1,1000,8,3.875659076036709,46.91390789470557,2.8447477807171277
data1,1000,9,4.625454983541637,94.06942674277164,3.1430304962053515
data1,1000,10,4.387380546372494,106.39490720065128,2.9954458436627864
data1,1000,11,4.236495733166876,94.20413797163219,3.1146702665340524
data1,1000,12,4.250984509084499,65.57247243037705,2.961897039707352
data1,1000,13,4.419015875711718,1755.6802180067386,3.0076710002149696
data1,1000,14,4.490707662991853,76.66378187790227,2.825907182738352
data1,1000,15,3.8831045899862686,93.59976454104437,2.680844626577392
data1,1000,16,4.354448866734734,78.30917334464881,2.9623558381958794
data1,1000,17,4.79324565668196,63.200290337564134,3.2557472260319242
data1,1000,18,4.12458587497583,72.57349165366409,2.9785941233933704
data1,1000,19,4.031032530705456,65.43111462867317,2.9016111631814927
data1,1000,20,4.229407426010443,53.40444012398087,2.793781578430735
data1,1000,21,4.84889082445577,92.27577551921766,3.1910818239688843
data1,1000,22,4.226908251797968,74.18439846464838,2.862829503019467
data1,1000,23,4.30104917120426,85.82773885978474,2.938132087989225
data1,1000,24,4.384783757228869,72.63747760624823,2.885346503010589
data1,1000,25,4.260413413840927,75.08808397122627,2.9977524010236185
data1,1000,26,4.475618105463373,74.42936530190921,3.141379920333553
data1,1000,27,4.456717419086922,126.4555612855032,3.083364652569295
data1,1000,28,4.32315639193067,63.00949751032756,2.889271561577492
data1,1000,29,4.247741263926639,82.21203841979656,2.986649715655783
data1,1000,30,4.103724233818514,76.41783044028116,2.6778211944939176
data1,1000,31,4.133353126577423,64.34883368382535,2.988346473309937
data1,1000,32,3.9219939673178414,80.32535228900097,2.64220083064115
data1,1000,33,4.131292849923345,99.09355401483717,2.8546209704371246
data1,1000,34,4.2970190814835005,62.42706360501056,2.9643946987592726
data1,1000,35,4.5574502746489705,61.04560124753186,3.1786509889542214
data1,1000,36,4.682508778276834,576.1009946243267,3.172677840925985
data1,1000,37,4.053135356301131,60.34864722331693,2.866850597014137
data1,1000,38,4.400893479554116,93.04277766248907,3.044334688859611
data1,1000,39,4.216985204352375,130.44174808263438,3.0363719593371057
data1,1000,40,4.054988591065875,1953.2908982225067,2.866686950520249
data1,1000,41,4.301622291427685,82.5625879849968,3.0599095117454516
data1,1000,42,4.6070507408464385,130.7242169816926,3.094755750144519
data1,1000,43,4.174907291719096,68.79906494198647,2.879126485731796
data1,1000,44,4.501732476834804,55.743346831183175,2.967522674491016
data1,1000,45,4.492851255010761,59.51307701633737,3.0318765105461463
data1,1000,46,4.504880215306311,85.73066054817096,3.111870682246236
data1,1000,47,4.227478238100324,302.5116916052198,2.999717666180475
data1,1000,48,4.504694480727244,100.71869266757152,3.1488966017739495
data1,1000,49,4.586957868126631,110.43287243159483,3.098349775596201
data1,1000,50,4.241726994038107,59.99766659235431,2.8421427110779156
data1,1000,51,4.389268167430129,106.98831493739593,2.9686439624245917
data1,1000,52,4.003271048584041,84.68102724373202,2.826100041861541
data1,1000,53,5.007378496133889,68.18120289048068,3.108071593432989
data1,1000,54,4.060440157995159,80.94044338356474,2.8809231837497475
data1,1000,55,4.157241685848464,74.2832558093584,3.012956665371365
data1,1000,56,4.001865350153578,46.456430445747884,2.7988755062103645
data1,1000,57,4.618069902321698,143.5048108728812,3.24165425483719
data1,1000,58,5.117712969877981,98.71154845850594,3.233926272297688
data1,1000,59,4.140817061308516,74.29805607132394,2.877202376715084
data1,1000,60,4.657791913732085,83.39695714593832,3.1400307873039552
data1,1000,61,4.1756137922922045,77.19532332112311,2.936075096541241
data1,1000,62,4.082926946283834,62.324147207685,2.8934410595516864
data1,1000,63,4.640658746243996,110.18683787540937,3.049439584063232
data1,1000,64,4.2988751709705735,106.32642081713061,2.956606290386933
data1,1000,65,3.886324675683968,66.10229452568642,2.712486865121582
data1,1000,66,4.104571779531377,65.38186636512586,2.835096912787393
data1,1000,67,4.334195325746777,50.240132996456175,2.9740840628356864
data1,1000,68,4.448859889450011,70.57821364925476,2.9903179339535204
data1,1000,69,4.373364857813218,63.38045489491052,2.989161197511352
data1,1000,70,4.383933688135279,76.05040744757596,2.9569529003461104
data1,1000,71,4.328438171161558,69.3543231278401,3.011390487564353
data1,1000,72,4.82282716285821,74.0028041063047,3.2114375809936497
data1,1000,73,4.456213871361979,73.19354443327592,2.9572665814067136
data1,1000,74,4.532678836883654,72.03181811017664,3.1865868995940114
data1,1000,75,4.461683636698757,51.60756377856453,3.1425947960854064
data1,1000,76,4.661895372987233,56.64994107352664,3.0653457695192365
data1,1000,77,4.211144422268341,60.688872219457544,3.1198665210492424
data1,1000,78,3.9774585927080297,99.96178117098034,2.668786484923877
data1,1000,79,4.646275720628915,85.887232090962,3.018217931346525
data1,1000,80,4.540994931690104,51.590247167779154,2.9753712149309224
data1,1000,81,4.279035170166828,75.92040795023162,3.0197763600401957
data1,1000,82,4.100756471643046,96.97834386286797,2.872795082661097
data1,1000,83,4.59719517631656,68.61933428299943,3.1196825421505365
data1,1000,84,4.3858141028604445,375.3561172235803,2.9910471104078478
data1,1000,85,4.474335884164241,60.72864716120889,3.047486481934199
data1,1000,86,4.477759325985864,75.539275490417,3.01451323368861
data1,1000,87,4.198242460860077,223.20350447483625,2.9299236103335375
data1,1000,88,4.173748253784567,55.64598606139363,2.940684311745151
data1,1000,89,4.488088416531585,85.42667849351217,3.1529584616594946
data1,1000,90,4.606131630042528,49.26583926409488,2.9994224965768486
data1,1000,91,3.980364755285544,59.58298241597806,2.8914427921461345
data1,1000,92,3.9221366682782315,57.41571652213424,2.8781270125417313
data1,1000,93,4.090597266850169,72.45397789367416,2.865380289046955
data1,1000,94,4.543056244980121,63.22719106909362,3.1065401126177603
data1,1000,95,4.1432446257932325,52.74720348412547,2.9081357401885044
data1,1000,96,4.432181438257352,80.9437410332801,3.042873262249468
data1,1000,97,4.647252985248514,98.722037405893,3.079506436375874
data1,1000,98,4.304191897964226,63.206334056063326,3.007291261871758
data1,1000,99,4.71666276454301,61.584937654618564,3.1987437001984613
data1,1000,100,4.381556068122012,112.72546058133983,2.9611118745696676
data2,50,1,4.046201959964328,149.79471597411177,2.7357682438638578
data2,50,2,4.196074319937323,630.5930615026342,2.9199818646748867
data2,50,3,4.302894979232369,271.139139633484,2.9445976615015144
data2,50,4,4.255447571497196,221.96247085686397,2.8553962760726797
data2,50,5,3.8835386619578722,211.3919352063477,2.9572134404288493
data2,50,6,4.590233525547696,185.03756031387817,2.9336060021246206
data2,50,7,4.146105151708055,232.7466888878679,2.8175192775381994
data2,50,8,4.240362670410796,970.5223035353843,2.864423339525719
data2,50,9,3.9663109822747527,493.39207314726144,2.817085173482304
data2,50,10,4.200120130204106,355.9057371489051,2.881446817490368
data2,50,11,3.8340339067389073,752.0002756642638,2.9157919236486416
data2,50,12,4.035024685847787,182.35123152123492,2.8700801928192217
data2,50,13,4.090104970494357,364.8107608029419,2.9023802117047257
data2,50,14,4.088829192632213,180.7407110247634,2.977953194885799
data2,50,15,4.346329681901904,177.08611220306648,2.85389962009306
data2,50,16,4.147104044031878,364.00249577668575,3.0560393422948136
data2,50,17,4.416023510116673,235.66737657385266,2.9881509934223796
data2,50,18,4.282523055155007,225.67546048852537,2.9996447554412953
data2,50,19,3.9491640170420212,825.0561493383527,2.9282099654042235
data2,50,20,4.41735280217773,237.07873200552626,2.985953936833682
data2,50,21,4.920757088868349,210.36640508468315,3.0093219886799907
data2,50,22,4.478270450521087,246.70527244662708,2.8844191099075824
data2,50,23,4.027952158591568,187.004251423142,2.8457522723040207
data2,50,24,4.415608435834296,282.93941788751556,2.9298247848937264
data2,50,25,4.458977360202936,187.88949087284738,2.89150047798595
data2,50,26,4.279555358803684,2503.5884247368094,2.94974199670924
data2,50,27,4.17119457917711,254.01899478090124,3.01690203884232
data2,50,28,4.316380678632952,203.87603682084182,2.960893229853464
data2,50,29,4.394307496789049,224.44389355486706,2.9876206956490905
data2,50,30,4.108914224212071,187.14762834044396,2.8494979639082665
data2,50,31,4.0054010282694765,590.7112628373144,2.871581665505256
data2,50,32,4.125956590600777,254.71448290644395,2.8940423034702
data2,50,33,3.9900379146012934,170.11254989276406,2.9174208840774574
data2,50,34,4.089903851953437,185.3646201475059,2.8228861055939194
data2,50,35,4.138602221564613,267.59358810387766,2.846488735043556
data2,50,36,4.2538919751887585,144.82500015466812,2.8481952167419613
data2,50,37,4.281867566500627,347.2288588453736,2.9289320429231847
data2,50,38,4.435213631214923,317.66415650741357,2.979363076328325
data2,50,39,4.216101091922798,193.25687978831786,2.93567244945164
data2,50,40,4.402392349519556,223.59054388380125,2.8719672720546385
data2,50,41,4.069918141500517,311.89955737232526,2.8633969618014707
data2,50,42,4.119748823010843,465.8939791059663,2.925812705776729
data2,50,43,4.486170953918045,335.5232072466073,2.9187727619624995
data2,50,44,4.6698754318741615,324.61737113148996,2.9203184238138093
data2,50,45,4.187851447257643,688.893674508389,2.8256873700905296
data2,50,46,4.3932608845092345,169.85610982202945,2.942644304259693
data2,50,47,4.101367428826576,469.104524669283,2.8911795435154795
data2,50,48,4.562313831642574,297.6217031125676,2.960783974524363
data2,50,49,4.289373418737201,523.7588973669003,2.9592637355497065
data2,50,50,4.200259355653413,300.9258077028861,2.9432225112212964
data2,50,51,4.062729990685402,186.81288672446846,2.88782617546951
data2,50,52,3.9794496551195553,253.47401180787173,2.847782113077926
data2,50,53,4.126824923939378,126.34213924143731,2.8765692158293037
data2,50,54,4.181707554733668,215.0003608793409,3.0069310291389773
data2,50,55,4.389764939005901,357.71357559699317,2.8910728117302336
data2,50,56,4.815609411991048,800.5268988248142,2.876757774430545
data2,50,57,4.3230046355684495,348.6220562341663,2.922313355152849
data2,50,58,4.208844307745395,195.87537400141395,2.9095507184260745
data2,50,59,4.254578440838389,544.2809358836582,2.96518637406266
data2,50,60,4.484196451529272,215.70148113533864,2.9615659255951527
data2,50,61,4.513927529864898,191.14419440865342,3.034829914757934
data2,50,62,4.198007153527475,638.4820551173179,2.9487451610311064
data2,50,63,4.2466452143746505,304.008465566071,2.961831527166722
data2,50,64,4.343792189506559,1559.3249209891621,2.9199996725288884
data2,50,65,4.331422004619089,377.5007147590242,2.9581068290326953
data2,50,66,4.562976697379916,119.82971783635057,2.9687463164723287
data2,50,67,4.03917909930155,193.04171537253362,2.9294606920547754
data2,50,68,4.136466283812389,198.91733749576807,2.7478983127292778
data2,50,69,3.9448567346713883,533.9051583496372,2.910168816577113
data2,50,70,4.187983798208075,234.15474145932285,2.8649981752926372
data2,50,71,4.457430292321657,139962.7184582081,2.8704501477564754
data2,50,72,4.492231991976218,21890.226166445213,2.9714900161200744
data2,50,73,4.149853425381017,276.98798784659516,2.913223624830988
data2,50,74,4.469762044138744,227.75273748039902,2.8615370148088526
data2,50,75,4.237328484563048,197.98716109897308,2.873345377861798
data2,50,76,4.347486044540538,280.3904586948526,2.9329813429447076
data2,50,77,4.195899984268782,193.9058432456169,2.9418709450354856
data2,50,78,4.302321848494039,211.11974551849758,2.9828690173040457
data2,50,79,4.0529971054008715,128.595080691284,2.8527265633962555
data2,50,80,4.126500300070861,226.79913347232215,2.860256598976436
data2,50,81,4.068278104567399,348.9721344957434,2.8437930497735655
data2,50,82,4.403714144587274,214.89403633944195,3.0515747143763856
data2,50,83,4.220062223071045,249.4323226942075,2.9643910656717822
data2,50,84,4.210647492035244,291.503025270392,2.9554349845426557
data2,50,85,4.386195956721038,212.70863081530575,2.943748745244479
data2,50,86,4.120522891330087,342.77499455492,2.9046323317065386
data2,50,87,4.559646536623097,189.39212931255722,2.9255469121069457
data2,50,88,3.8103705740218703,196.90450872055717,2.877027382539237
data2,50,89,4.206651054801413,220.21938315587502,2.9073495937154763
data2,50,90,4.683863179260077,271.3977166180271,2.9759288057625835
data2,50,91,4.111126866378603,400.1484605690588,3.006938794161885
data2,50,92,3.8574664592924788,322.0422948454077,2.880043182708782
data2,50,93,4.365392608598439,312.7730511739366,2.919776076883296
data2,50,94,3.946124878724496,361.84294048419935,2.8347701462026893
data2,50,95,4.413580133238171,650.2380170237317,2.9664496346875304
data2,50,96,4.11100087839448,346.88645776089754,2.896327836161418
data2,50,97,4.043123586399959,257.6040587311226,2.909088534841294
data2,50,98,4.318357837502982,452.43872972851796,2.9801501236118275
data2,50,99,4.341679961088769,156.08989575965035,2.8931483631303503
data2,50,100,4.011322950741532,212.08468465221532,2.9589516385246952
data2,100,1,4.411211680997596,241.36413743883892,2.9458771117601588
data2,100,2,3.948446039667517,415.81291644971526,2.9211885528560217
data2,100,3,3.999359449842697,143.68295447011778,2.8880318674551613
data2,100,4,4.522673580952186,188.3778142938251,2.91583082704107
